"","Valor.Venta","int","precio.Metro2.casa","precio.Metro2.apart","n.banos","n.medio.banos","n.hab","zona","n.parqueaderos","tipo.inmueble","m.cuadra","km.parque","km.centrocom","km.estadio"
"1868",3245.305,0.073,8.23558355332378,5.19044783891175,3,2,3,1,1,0,199,28.38,9.61,102.75
"1869",3068.22,0.081,6.68023268954263,7.47976517246199,3,2,2,1,2,0,201.8,14.88,5.18,71.08
"1870",2815.573,0.06,7.55119050400261,5.02346819707088,1,1,1,5,1,1,207.2,7.01,5.77,19.51
"1871",3228.253,0.072,8.44575282158298,4.83403898869012,3,1,2,2,2,1,202.6,14.97,7.27,60.48
"1872",3148.515,0.057,7.01553360003122,6.42756310808966,3,2,2,4,1,0,216.6,7.34,2.31,49.96
"1873",2866.991,0.054,6.50802959189104,5.39060089921903,1,1,1,5,3,1,197.8,27.47,6.38,80.64
"1874",3169.608,0.051,9.16086178011862,6.97569820453617,3,2,2,5,3,0,201.4,11.79,0.48,88.87
"1875",3098.864,0.068,8.51479058792468,6.40450543274654,2,1,2,3,1,1,200,23.4,4.99,192.65
"1876",2888.374,0.087,8.68248825558559,6.2891333104424,2,1,1,3,1,1,196,8.79,6.9,59.12
"1877",2777.51,0.076,7.68115970323214,5.1006423773231,1,1,1,5,2,0,199.6,0.61,3.93,126.61
"1878",3095.518,0.093,5.66887773709631,5.67342769293527,4,3,2,1,1,0,200,3.67,8.8,73.53
"1879",2899.62,0.065,8.40295351391032,6.63043230274659,2,1,1,2,2,0,201.4,17.17,9,166.54
"1880",3215.503,0.057,6.69519997035142,5.17900672716008,4,1,2,2,1,1,200.6,3.67,3.91,0.88
"1881",3385.773,0.091,7.30592310192742,6.69880061838145,4,2,3,1,3,0,204.2,9.19,0.58,32.16
"1882",3384.164,0.091,8.19993631136745,4.903876445283,3,1,3,2,3,1,199.6,17.63,2.64,46.43
"1883",3300.2,0.096,7.01532057666987,5.47632467178436,3,2,3,2,2,0,203.2,22.16,6.72,32.38
"1884",3040.441,0.078,6.10351312963086,6.26971640987292,3,1,2,1,2,0,199.6,2.82,1.74,35.63
"1885",3067.486,0.058,7.477195065352,5.66538970262495,2,1,2,4,1,1,198.6,20.41,9.38,41.55
"1886",2965.558,0.057,8.02357071583927,4.76701375484826,1,1,1,3,3,1,203.8,16.86,1.48,153.08
"1887",2995.384,0.058,7.44463540686224,6.72351102463791,2,1,1,4,3,1,200.4,20.95,2.3,23.27
"1888",2979.347,0.072,7.98509823993721,4.44156289673273,2,1,1,1,2,1,199.2,27.14,8.65,114.6
"1889",3183.987,0.094,8.89888626772788,4.17804848272509,2,1,2,1,2,1,201,29.18,6.44,68.48
"1890",3389.61,0.071,7.35001470802397,3.68159199859692,4,3,3,4,2,0,207,7.84,8.72,113.72
"1891",2881.845,0.093,7.99864379134355,6.13346905281878,2,1,1,5,2,0,201.2,27.34,5.88,116.18
"1892",3420.373,0.064,6.55735866994657,8.13716014883957,4,2,3,3,2,1,199,3.14,3.43,18.78
"1893",2828.124,0.077,6.80795621683145,5.46137272041019,1,1,1,4,2,1,205,19.24,0.34,2.1
"1894",2857.123,0.059,7.1094561293454,4.40808242886112,1,0,1,4,2,1,207.4,15.11,1.81,47.03
"1895",2760.63,0.082,8.50710342879135,5.81376611468335,1,0,1,3,2,0,199.4,27.3,4.98,141.67
"1896",2662.599,0.051,7.06213214807374,6.06112593989827,1,0,1,3,1,0,198.2,11.43,8.21,43.58
"1897",3074.774,0.055,6.70316779629549,5.33651419825374,2,2,2,3,3,1,197.8,1.12,9.93,95.35
"1898",2859.316,0.051,8.45890384991522,6.64529716835104,1,1,1,1,3,1,194,13.5,9.2,190.22
"1899",3252.2,0.096,8.25418400771703,4.34306485003359,3,2,2,4,3,0,198.8,21.39,3.58,18.75
"1900",2790.949,0.056,7.76292505570885,3.54194517312696,1,1,1,2,1,1,202.2,6.69,0.82,50.44
"1901",2758.84,0.055,7.62432290304122,6.8116712559306,1,1,1,3,2,0,201.6,11.93,5.29,168.02
"1902",3237.853,0.067,8.4404924586871,5.830640705995,3,2,2,2,3,0,209,12.68,8.89,148.03
"1903",2797.352,0.076,7.02996781432421,4.79699145372019,1,1,1,2,1,1,201,5.37,7.51,45.95
"1904",3396.806,0.086,7.42572497929829,4.79580207812377,4,3,3,4,2,0,204.2,25.83,6.09,15.67
"1905",2735.07,0.089,7.16280408715098,4.76985648082545,1,1,1,4,3,0,199.8,3.63,3.41,158.75
"1906",2853.398,0.093,6.94505316083652,2.84388093222847,1,1,1,4,1,1,212.2,11.86,8.77,113.49
"1907",2938.025,0.079,7.92101258768329,6.62710094971217,2,1,1,2,2,1,198.2,6.75,3.25,102.63
"1908",3302.336,0.074,5.93261523133614,8.97962321601078,3,1,3,2,2,1,198.4,20.75,7.54,181.21
"1909",2880.187,0.064,7.2028758109456,2.78007910708426,1,1,1,1,3,1,202.2,23.73,6.06,109.44
"1910",3195.899,0.062,9.56852094663724,3.68662351722472,3,2,2,2,2,1,195.6,11.58,9.28,31.74
"1911",3137.537,0.053,6.67253222669364,5.95946825753897,3,2,2,1,2,1,198.6,3.34,3.83,117.24
"1912",3118.208,0.079,7.52842341207491,5.42976818191494,3,2,2,2,2,0,200.8,17.69,5.91,173.32
"1913",3341.883,0.059,7.71546400167294,5.94006648510569,4,1,2,3,3,1,201.2,9.35,9.95,13.36
"1914",3250.556,0.093,9.1452154510253,7.18991503139945,4,2,2,5,1,0,202.8,24.45,0.73,74.34
"1915",2842.427,0.059,7.81803352248212,7.13467236675727,2,1,1,4,2,0,197.8,27.14,5.45,146.78
"1916",2807.636,0.077,8.28155324052765,6.59678589592124,1,0,1,4,3,0,207,12,3.75,75.67
"1917",3272.428,0.075,7.57025451417099,4.87507699207341,4,2,3,4,2,0,196.6,0.51,2.02,16.57
"1918",2788.383,0.084,6.43474811706746,7.98407452227938,2,1,1,4,1,0,199,14.35,1.54,26.82
"1919",2948.172,0.067,8.69042022220486,4.91069408172813,2,2,2,1,1,1,199.4,10.14,9.35,24.97
"1920",3300.969,0.059,6.98435748223975,6.35323647448286,4,2,3,4,1,1,191.2,1.79,4.48,198.2
"1921",2905.903,0.099,8.81161659281458,5.78194428435695,1,0,1,2,3,1,202.4,14.52,0.5,12.27
"1922",3048.168,0.093,7.21669890992139,2.61256482262403,2,2,2,2,1,1,201,18.57,4.98,172.22
"1923",2904.811,0.055,7.58344646589654,7.26098240312978,2,2,1,2,1,1,200.2,11.93,9.6,44.97
"1924",3073.737,0.097,7.00801613279522,3.75734049678582,3,1,2,4,1,0,203.6,19.61,2.01,175.93
"1925",2791.786,0.067,7.41831793228526,7.30937555961373,1,0,1,5,3,0,201.4,20.34,2.84,143.91
"1926",3511.397,0.063,8.15539589645666,3.86655682035923,4,2,4,3,1,1,191.6,20.17,5.41,153.26
"1927",2885.617,0.085,7.77065991181671,6.70595896391534,2,1,1,4,3,1,200.4,5.31,9.94,80.48
"1928",3157.902,0.069,8.1091623371152,5.62878433873759,3,1,2,5,1,1,199.4,8.1,9.54,6.56
"1929",3201.373,0.086,7.81335633086444,5.69348877797,3,2,2,4,2,1,200.4,26.6,6.69,40.02
"1930",3000.164,0.07,7.30686453075506,5.83401719633176,2,1,2,4,2,0,203.2,14.91,3.91,98.98
"1931",2837.801,0.091,7.79263533785515,6.25059480164679,1,0,1,1,3,0,203.6,24.29,6.06,75.14
"1932",3311.317,0.091,7.74052796284626,8.93559314977679,3,2,3,3,2,0,208,12.97,5.15,153.3
"1933",3165.439,0.07,8.57354709354839,4.39739518735585,3,1,2,4,2,1,199.4,3.09,4.77,164.17
"1934",2811.465,0.05,7.87207018111931,6.00635159996734,1,1,1,2,2,1,194.4,6.01,7.77,28.53
"1935",3458.429,0.091,7.1578012046294,2.53240978696282,4,3,4,5,2,0,204.6,7.12,7.82,46.6
"1936",2889.68,0.069,7.28367418660061,5.01810221740435,2,1,1,1,1,1,197,7.22,4.19,77.11
"1937",3326.519,0.087,7.08819587389126,6.1522807163639,3,1,3,3,1,1,203.6,21.33,0.44,22.64
"1938",2882,0.093,8.27579024225172,6.95882889871032,1,1,1,5,2,1,199,20.81,4.1,153.83
"1939",3284.747,0.082,7.46518427581891,4.09390028809651,3,2,2,4,2,1,202.6,27.15,2.93,98.98
"1940",3192.742,0.099,8.14088074721415,3.01581509402226,3,1,2,4,2,1,199.2,13.82,3.73,188.31
"1941",3123.559,0.095,7.76493287533761,5.31967007256524,2,2,2,2,3,1,197.4,22.25,5.3,56.95
"1942",2926.867,0.087,8.73166776489971,5.42471283444331,1,0,1,5,3,1,201,13.94,8.47,191.12
"1943",3224.968,0.076,6.92369989447132,4.37835213126975,3,1,3,3,2,0,200.2,23.47,4.76,37.59
"1944",2810.478,0.087,7.72515655347375,4.32361361723107,2,2,1,3,2,0,199.6,10.48,6.37,78.05
"1945",3268.502,0.067,8.23280060278646,4.62507176209973,4,3,3,5,1,0,199.4,21.76,1.71,57.88
"1946",3026.916,0.095,5.47762792788413,6.68627403235079,2,1,2,5,2,1,199.4,18.72,5.3,145.7
"1947",3108.173,0.085,7.48940222955076,5.56832847360487,2,1,2,3,2,1,200.8,18.82,3.27,148.31
"1948",3050.184,0.058,6.02821077324655,4.98266914547594,2,1,2,4,3,1,200.8,6.11,5.6,10.8
"1949",2703.473,0.095,7.31623976383459,3.78478335149271,1,0,1,5,1,0,200.4,24.54,4.34,153.88
"1950",3443.07,0.057,7.16049060993651,5.24647111674183,4,2,3,2,3,1,198,14.42,4.64,175.52
"1951",3511.112,0.098,8.99535329809762,4.31833324536265,4,3,3,1,3,1,200.2,18.08,8.44,40.77
"1952",3425.371,0.063,6.6051964307321,4.04679237154781,4,1,3,3,3,1,200.2,7.79,5.96,18.6
"1953",2675.868,0.061,6.58070490731681,4.5141177806291,1,1,1,5,1,0,198.2,23.69,8.49,2.33
"1954",3011.21,0.078,7.80914431778143,5.88949305164931,2,1,2,4,2,0,200.2,18.45,2.18,121.54
"1955",3200.501,0.097,7.10469735078398,6.60209557312153,4,3,2,5,2,0,202.4,14.89,3.59,113.86
"1956",2949.957,0.089,7.26441670544521,6.50639183711228,2,2,1,4,1,1,202.4,28.15,4.5,135.05
"1957",2776.221,0.053,7.06833168918141,6.5751518400257,1,1,1,4,2,1,198.4,18.42,1.12,59.08
"1958",3288.641,0.055,6.67696952118493,5.32545017891777,4,1,3,3,2,0,199.6,18.19,4.74,81.85
"1959",3478.783,0.082,6.48757522692422,3.40948880122958,4,1,4,3,2,0,202,6.28,3.59,3.31
"1960",3109.049,0.08,7.36280842475026,6.62617683923366,3,1,2,2,2,0,200.2,14.94,3.33,113.94
"1961",3102.673,0.079,7.51408069448758,7.02633286213887,2,1,2,4,2,1,200,22.8,5.14,46.77
"1962",2967.909,0.09,7.59861016988725,7.67078004783448,1,1,1,2,3,1,197,13.63,4.11,146.11
"1963",3337.21,0.093,7.65601491477256,5.81184451515079,3,1,3,2,2,1,201.6,6.14,0.48,94.09
"1964",3025.845,0.066,7.24550837443771,7.35273220054108,2,1,2,1,3,0,198.6,27.33,0.82,53.64
"1965",3116.098,0.094,7.63431624787426,5.05134087059726,2,1,2,4,2,1,198.4,21.35,7.14,39.15
"1966",3059.571,0.095,7.49554910983542,3.33567126360408,3,2,2,2,2,0,198.4,19.39,0.34,137.19
"1967",2871.638,0.058,7.63861763150404,8.61255691057972,2,1,1,3,2,0,202,27.08,4.04,197.68
"1968",3116.761,0.083,6.48564567264161,4.78905081532452,3,1,2,4,3,0,203.2,16.24,5.19,182.33
"1969",3110.562,0.085,6.66031205242225,5.43272897693492,3,2,2,1,1,1,200.4,6.12,0.95,17.35
"1970",2945.872,0.066,9.11374589610004,4.13516511552475,1,1,1,5,3,1,204,15.54,8.46,169.85
"1971",3077.891,0.096,7.58033615440848,1.57024398497738,3,2,2,2,1,0,202,19.68,7.92,62.37
"1972",2778.401,0.054,9.90319528686285,8.19664522701462,1,1,1,5,3,0,198,8.17,1.86,141.73
"1973",3368.472,0.071,6.80494507784668,6.56991960968712,4,2,3,1,1,1,199.6,10.64,3.37,145.94
"1974",3334.26,0.092,8.77628563212373,7.08718501916411,3,2,3,3,1,1,199,14.85,6.26,69.82
"1975",3331.881,0.05,7.04681377278259,5.35304457997292,4,3,3,3,1,0,202,25.97,4.51,170.49
"1976",3105.766,0.08,9.08960128309731,7.15800431911004,3,1,2,2,1,0,198.8,28.24,5.86,14.24
"1977",2995.875,0.087,6.18666494180239,4.51897336613918,2,1,2,3,2,1,200.2,5,6.5,2.55
"1978",3343.081,0.089,7.62640036856115,4.43668185134348,4,3,3,3,2,0,201.2,11.51,9.42,40.35
"1979",2826.437,0.099,6.41975869507197,8.33860940216725,2,1,1,5,2,0,200.2,5.71,1.01,131.76
"1980",2951.268,0.085,9.22073661761679,5.50107773453062,2,2,1,5,1,1,201,5.96,6.21,69.1
"1981",2781.03,0.064,7.5743200238193,3.32411320069272,1,1,1,3,2,0,198.8,21.25,7.85,80.33
"1982",2982.15,0.096,7.02394088179019,5.28546771964805,2,1,2,5,1,0,199,21.29,9.79,142.08
"1983",2756.043,0.07,7.77296190628291,6.59788171392082,1,1,1,3,2,0,200.4,17.17,5.11,103.38
"1984",3105.274,0.052,7.07594876213531,5.81370035177033,2,1,2,2,3,1,201,22.31,1.62,104.39
"1985",3402.125,0.089,9.44038847615477,4.01691204676563,4,3,3,3,2,0,202.4,15.22,9.58,113.63
"1986",2917.925,0.093,7.63410867414493,3.71682327385188,2,1,1,2,2,1,200.8,2.67,0.3,35.63
"1987",2944.367,0.054,7.69484320333776,4.95276076737529,2,1,1,5,2,1,201.8,21.9,4.5,24.91
"1988",2764.709,0.098,7.46986937918703,7.53699003452196,1,1,1,4,2,0,198.8,28.11,9.52,113.88
"1989",3120.141,0.087,8.23366673413388,6.89303153192335,3,2,2,2,3,0,198.6,19.52,4.39,47.77
"1990",3273.576,0.077,7.76441082823633,7.06320942160349,3,2,3,3,2,0,203.2,8.61,6.74,11.8
"1991",3231.94,0.068,8.62175085036411,4.50380929411758,3,2,2,1,2,1,200,20.44,9.48,182.73
"1992",3387.684,0.079,6.90404666496204,5.39022896059368,4,3,3,4,3,0,199.4,26.12,9.83,167.59
"1993",3276.43,0.07,8.63927612313408,5.69941949074055,3,1,2,1,3,1,198,10.47,7.84,151.9
"1994",2850.753,0.07,5.47719392893854,5.35941475335364,1,1,1,2,2,1,198.4,29.37,1.17,70.54
"1995",3144.329,0.097,6.88781029992151,6.26994182062898,4,3,2,5,2,0,199.6,9.47,1.93,76.78
"1996",3273.489,0.095,9.35267202331785,2.07442514777129,3,2,2,1,2,1,204.8,9.59,2.63,79.58
"1997",2821.668,0.072,6.64780805572851,6.476445136765,1,0,1,4,1,1,198.8,28.71,9.69,94.85
"1998",2892.237,0.073,7.70012480643826,6.04921008579245,1,1,1,1,2,1,201.6,22.85,4.54,187.61
"1999",3077.674,0.053,7.15033836570111,5.47964465557935,3,1,2,4,1,0,197.2,23.78,7.95,47.15
"2000",3124.934,0.059,8.14961047048801,5.50881702962619,2,1,2,4,2,1,200.2,24.77,3.25,163.82
"2001",2949.929,0.062,8.33338921263371,6.15590090123108,2,1,1,3,2,1,200.6,6.41,4.31,140.67
"2002",2902.665,0.093,7.20044730049682,2.9844633163706,1,1,1,3,3,1,210.2,27.07,4.17,137.75
"2003",2671.271,0.095,7.60505565657188,4.48193702769236,1,1,1,2,1,0,199,15.33,8.79,166.64
"2004",2985.871,0.09,8.74232469539858,7.14683005625804,2,1,1,2,2,1,201.2,16.71,5.02,96.16
"2005",2929.463,0.074,7.33264768582485,6.6065523925488,2,1,2,2,1,0,197.2,12.37,0.79,93.1
"2006",3350.691,0.061,7.95914953619778,2.52332750143893,3,1,3,2,2,1,201.6,29.25,5.6,48.39
"2007",3191.461,0.062,8.79617159238838,4.7923586655512,3,1,2,3,3,0,201.6,15,7.87,155.4
"2008",2783.028,0.051,6.99610121368334,8.4756738323174,1,0,1,2,1,1,200.8,0.73,0.76,99.26
"2009",3098.96,0.059,8.26917836715472,8.33461929825535,2,1,2,5,3,0,200.8,29.7,9.53,198.02
"2010",3186.01,0.078,8.79003493692395,4.57398473960086,3,1,2,1,3,0,201.6,12.86,0.55,50.33
"2011",2949.167,0.094,7.53641486128674,7.42722392164957,2,1,1,4,1,1,202.6,23.92,9.26,93.16
"2012",2822.417,0.082,6.65380011931049,5.88368011384066,2,2,1,2,1,0,203.2,20.93,3.39,1.27
"2013",3379.414,0.073,9.3495231526262,5.98567286799592,4,3,3,5,1,1,195.2,12.05,5.12,136.19
"2014",3218.499,0.074,7.35682441037976,7.23600801880743,3,2,2,4,3,1,197.6,26.78,3.63,150.69
"2015",2928.33,0.088,6.7664523079853,6.01270780089636,2,1,1,1,3,1,199.6,3.07,7.52,186.75
"2016",3041.703,0.062,6.37241541102877,5.52228674687967,2,1,2,5,1,1,199.4,22.14,1.71,94.61
"2017",3015.685,0.061,6.80748760107425,6.01256381171791,2,1,2,1,3,0,198.2,15.99,1.28,199.86
"2018",3324.171,0.098,8.37226939944442,5.75997514645437,4,2,3,5,2,0,200.6,24.8,7.37,159.94
"2019",2946.277,0.059,7.52742305994304,8.66971125616298,2,1,2,3,2,0,198.8,7.58,8.89,37.32
"2020",2956.181,0.087,7.74273304753698,5.91378186293286,2,1,2,3,1,0,200.8,0.51,2.02,183.79
"2021",3050.943,0.062,7.5161120543388,4.47817018667441,2,1,2,2,1,1,200.2,14.03,6.52,146.12
"2022",2929.284,0.09,8.16312010447522,5.39920006482043,2,1,1,2,1,1,198.4,26.89,8.02,66.24
"2023",2715.754,0.086,6.39411020856186,3.42576995058747,1,0,1,4,3,0,204,21.61,9.69,55.05
"2024",2778.555,0.079,6.38194709783091,4.97288010432959,2,1,1,1,2,0,197.8,6.45,5.73,57.19
"2025",3484.265,0.054,7.43279211579193,7.35983992785606,4,3,4,4,2,0,201.6,12.08,0.91,191.35
"2026",3473.175,0.054,8.56895903044528,4.2617437903589,4,3,3,1,2,1,201.2,27.69,3.24,80.27
"2027",3151.124,0.082,7.94043313807547,2.21817327784545,3,1,2,4,3,0,206,13.94,4.95,96.08
"2028",2779.795,0.055,8.95745424021598,7.61893602424682,2,1,1,2,1,0,201.2,7.94,0.57,49.98
"2029",2651.654,0.089,6.81500092960458,5.83568728283143,1,1,1,4,2,0,201.2,8.19,1.15,65.77
"2030",2840.457,0.057,6.46080077611568,4.67758734359,2,1,1,5,1,1,201.6,26.91,3.59,183.52
"2031",2825.329,0.099,6.64494718312937,6.22483498015876,1,1,1,5,3,1,197.6,1.49,9.76,72.36
"2032",3023.169,0.096,5.96910758960006,4.12829060209163,2,1,2,1,2,1,200,10.54,1.76,146.99
"2033",2745.846,0.094,8.8309254551988,6.24139090531577,1,1,1,3,2,0,199.4,6.85,2.36,29.63
"2034",2747.403,0.076,5.6983310375825,5.5290286342979,2,2,1,4,1,0,201.8,2.04,8.97,39.68
"2035",3417.698,0.09,8.33454807410106,7.99004035861111,4,3,3,1,3,0,199.4,29.33,0.5,176.11
"2036",3339.412,0.064,6.22687344036916,7.25006458425584,4,2,3,5,2,0,201.8,22.68,8.75,63.73
"2037",3398.763,0.081,5.89786044976603,2.30805222326411,4,2,4,3,2,0,197.8,6.05,4.1,97.53
"2038",3375.131,0.094,5.78958646974314,5.28825314542597,4,2,3,5,2,1,196.4,7.02,4.26,98.74
"2039",3073.037,0.073,6.90760056730873,3.79453299849332,3,2,2,5,2,0,196.4,20.5,4.35,92.14
"2040",3021.01,0.088,6.31718845451515,4.18640806552287,3,1,2,4,1,0,199.6,3.44,5.02,126.26
"2041",3113.781,0.06,7.97805749767359,3.10028950259748,3,2,2,1,2,1,190.4,0.63,0.8,190.24
"2042",3118.833,0.054,7.59997552036379,8.03764937651917,2,2,2,4,2,1,203,10.55,8.44,47.65
"2043",3171.852,0.058,8.66818313823911,4.3849949056145,2,1,2,2,3,1,205,10.42,7.66,187.2
"2044",3317.373,0.084,9.742036649961,3.97561576618428,3,2,3,4,2,0,200.4,17.47,7.58,144.21
"2045",3156.576,0.093,8.86530324357509,8.10764595621841,3,2,2,5,2,0,202,23.46,0.82,127.13
"2046",3359.537,0.067,8.60603260403427,6.49071631743689,4,3,2,5,2,1,200.6,25.65,8.79,176.29
"2047",3373.407,0.058,5.77773819690408,7.22614620076613,4,2,3,1,2,1,191.2,21.98,1.58,114.41
"2048",3441.122,0.075,6.34962447781141,5.69953130359476,4,1,3,2,2,1,201.8,17.33,7.1,58.23
"2049",3355.936,0.061,6.00772512673932,6.42829478793351,3,2,3,4,2,1,201,26.45,7.49,186.77
"2050",3232.129,0.086,8.1249394313031,6.88075911964283,3,2,2,1,2,1,205,10.51,2.21,125.15
"2051",3105.041,0.051,7.24729710326707,4.83915433953305,3,2,2,1,3,1,202.8,21.02,1.76,108.98
"2052",3201.5,0.099,7.10641562692236,4.62850378639606,3,2,2,3,3,1,201.6,13.82,3.98,78.54
"2053",2814.561,0.064,6.84527251746318,4.4126776323584,1,1,1,5,3,1,199.6,4.43,5.24,119.99
"2054",2942.932,0.077,8.93159917298047,4.9090611565899,2,1,1,1,1,1,204.4,1.18,9.46,4.26
"2055",3037.256,0.07,5.79416201409575,5.24960300888827,2,1,2,1,1,1,203.8,14.67,5.81,31.1
"2056",3227.151,0.082,8.59961814905486,6.47231416054159,4,2,2,1,2,1,184,21.91,1.68,146.76
"2057",3070.938,0.087,6.95039539914529,5.29832356743477,2,1,2,4,2,1,202,9.01,9.02,166.31
"2058",2926.4,0.089,9.06863649764629,3.61230345549599,1,1,1,3,3,1,204.8,1.96,8.07,53.55
"2059",2809.302,0.051,6.11211303248291,6.50447558310063,1,1,1,2,1,1,201,28.24,4.46,38.8
"2060",2817.827,0.077,8.74204169992783,5.05405656593242,1,1,1,5,3,0,200,28.6,8.73,19
"2061",3087.099,0.083,6.81787985139575,4.25692219473979,3,2,2,1,3,0,194.4,27.39,7.05,12.66
"2062",3084.799,0.058,5.82639987560015,4.96765088361884,3,2,2,5,2,1,201.6,3.64,2.79,178.69
"2063",2802.984,0.071,8.00196288033595,6.70613714969176,2,1,1,4,1,0,200.8,26.3,0.31,169.89
"2064",3000.741,0.055,7.3071045357305,6.58587453930981,2,1,2,1,2,0,198.4,22.62,9.1,164.89
"2065",2761.793,0.054,8.11683360951783,3.31266292802757,1,1,1,2,3,0,198.8,27.78,6.01,75.76
"2066",3550.238,0.06,6.49940283158502,4.71699442081117,4,2,4,2,3,1,196.8,2.01,9.6,144.33
"2067",3533.108,0.051,6.01011842201922,7.81603042565683,4,2,4,2,1,1,201.4,22.88,5.09,105.99
"2068",2649.968,0.081,6.12381008846628,3.04206662038922,1,1,1,3,2,1,197.2,26.73,7.58,107.53
"2069",3569.417,0.09,7.84253077716494,5.12698234091925,4,2,4,3,2,1,197.4,18.9,6.46,161.86
"2070",3211.443,0.066,8.15817847436694,7.03738509543691,3,2,2,2,2,1,198.8,21.61,5.4,187.04
"2071",2887.259,0.091,7.39488663300114,4.62874624497385,2,1,1,1,2,1,200,6.94,4.49,74.99
"2072",3151.573,0.094,8.35559337810975,7.89103298652908,2,1,2,4,2,1,200.4,24.27,1.96,62.29
"2073",3142.733,0.082,7.94170039145533,3.78794152107772,3,2,2,4,2,0,204.4,22.66,8.65,76.17
"2074",3123.484,0.083,6.37621766358428,2.86057771551907,3,2,2,4,1,1,195.8,28.24,5.79,58.47
"2075",3096.117,0.078,7.54488843770254,7.81166833292981,2,1,2,3,2,1,199.6,11.53,0.45,63.28
"2076",3115.198,0.077,6.60841351198497,6.99010639332078,3,1,2,3,2,0,202,29.77,4.73,149.84
"2077",3414.142,0.084,6.82780162084007,4.99282886206081,3,2,3,4,3,1,201,18.79,8.38,83.5
"2078",3150.497,0.066,7.84199194683199,6.82846628879966,3,2,2,3,2,0,202.4,17.14,1.79,139.41
"2079",3063.685,0.054,6.72698853769081,5.16721311460421,2,1,2,5,1,1,201.6,14.98,4.91,173.3
"2080",3158.463,0.062,9.40933384191557,5.46871369510355,3,2,2,5,2,0,199,9.4,9.64,178.14
"2081",3590.399,0.059,7.55306559380124,5.9542935507501,4,3,4,5,2,1,201.6,19.43,8.18,5.9
"2082",2813.285,0.072,5.90681169336998,4.78250789961461,2,1,1,5,3,0,194.6,21.23,7.16,162.06
"2083",3225.768,0.07,6.72658428570216,6.53643113845014,3,1,3,5,2,0,204,12.73,1.38,156.03
"2084",2773.507,0.081,7.68598143636128,4.27332296872362,2,1,1,5,1,0,199.8,4.77,0.43,191.22
"2085",3249.822,0.093,9.51380965204828,4.83903663142501,4,2,2,1,2,1,200.8,10.93,7.67,53.89
"2086",2914.231,0.088,6.92956793942002,2.78710573437954,2,1,1,3,1,1,201.4,28.27,4.38,64.77
"2087",2753.366,0.072,6.62573009728948,3.66531388487476,2,1,1,1,1,0,190.4,29.62,8.58,119.7
"2088",2745.37,0.088,6.54821021883073,5.3555353842084,1,0,1,5,3,0,201.2,6.55,4.67,193.1
"2089",2802.303,0.053,6.10271072915253,3.4535670469253,2,1,1,3,2,0,199.8,22.14,1.89,187.4
"2090",3249.645,0.091,7.22953736067341,6.07688020809461,3,1,3,5,3,0,201.4,7.45,9.42,59.63
"2091",3153.729,0.094,7.29742678483666,6.10732395218658,4,2,2,1,1,0,204.6,13.49,0.75,145.76
"2092",3185.669,0.067,6.35090969019456,8.36665653129511,3,1,2,5,2,1,200.2,25.16,1.04,48.26
"2093",3151.872,0.067,6.66789926718468,4.32228533335958,3,1,3,4,1,0,197,12.71,5.56,8.23
"2094",2902.636,0.055,11.2993635901649,6.07567863612905,1,1,1,5,1,1,199.8,22.83,7.34,55.41
"2095",3081.857,0.087,7.00390580250864,3.58031863908045,3,2,2,3,2,0,199.2,28.26,7.58,76.74
"2096",2983.56,0.086,8.43327060835472,5.81918575869748,2,1,2,1,1,0,199.6,16.88,4.53,37.5
"2097",2903.874,0.051,8.30087152991169,2.21557843490552,1,1,1,3,3,1,203.6,14.92,7.56,24.96
"2098",3122.477,0.083,7.84926047203973,8.38279438593953,3,1,2,5,1,0,203.6,28.79,7.43,119.38
"2099",3345.953,0.085,8.11877609590077,5.11900999345885,4,2,3,2,1,0,198.6,26.29,7.3,189.79
"2100",3012.53,0.079,7.62536679976001,6.0059227789892,2,1,2,4,2,0,203,11.15,5.71,24.57
"2101",2928.609,0.083,8.43156628211144,7.2845461634834,2,1,1,5,1,1,202.2,4.78,8.58,171.43
"2102",3138.96,0.085,5.75038678028526,6.43074578894569,3,2,2,4,2,1,197.4,6.93,6.83,168.61
"2103",3376.968,0.057,8.3852176512247,5.42958625179358,4,2,2,2,3,1,195.2,29.46,5.17,74.68
"2104",2956.053,0.055,5.5468110187891,5.42224119643881,2,1,2,3,2,0,200.6,24.79,7.18,50.37
"2105",2874.767,0.069,8.20981944989932,4.80508210328868,2,1,1,4,3,0,209.2,18.74,1.69,36.03
"2106",3218.185,0.089,7.25359800736185,8.8262718933243,3,2,2,2,2,1,200.8,27.63,9.07,82.74
"2107",3201.821,0.081,9.5047482986954,4.9918896362078,3,1,2,5,1,1,204.6,4.59,3.01,176.67
"2108",2808.414,0.094,6.4791178721018,4.8404066658389,1,0,1,4,2,1,198.4,15.02,9.77,137.74
"2109",2878.582,0.097,7.18587655405257,3.77221013917864,2,2,1,3,2,1,195.4,2.25,3.81,32.44
"2110",3328.765,0.076,6.22513467960691,5.76706397500193,4,3,3,3,2,1,193,2.65,3.83,20.45
"2111",2866.722,0.076,8.73233252665498,2.26518455645702,1,1,1,2,2,1,201.2,11.2,7.69,71.89
"2112",3226.365,0.095,6.33326217679976,7.14447815542976,3,1,2,1,3,1,201.8,24.51,8.88,114.64
"2113",3338.383,0.07,7.78050628360524,3.4580570149094,3,1,3,4,3,1,203,16.34,1.97,37.04
